METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Single;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51577;"{""coordinates"": [-123.17598691977147, 49.26439225680911], ""type"": ""Point""}";Kitsilano;9M2417;49.26439225680911, -123.17598691977147
Single;$8.00;$1.00;$8.00;$1.00;$8.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51884;"{""coordinates"": [-123.1236397470219, 49.26421959960442], ""type"": ""Point""}";Fairview;B80832;49.26421959960442, -123.1236397470219
Single Motorbike;$2.50;$1.00;$2.50;$1.00;$2.50;$1.00;$2.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;65637;"{""coordinates"": [-123.12250744659482, 49.280805440581396], ""type"": ""Point""}";Downtown;620996;49.280805440581396, -123.12250744659482
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64838;"{""coordinates"": [-123.12708517205304, 49.275716472553135], ""type"": ""Point""}";Downtown;170605;49.275716472553135, -123.12708517205304
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61341;"{""coordinates"": [-123.12734132639213, 49.27588273644292], ""type"": ""Point""}";Downtown;170615;49.27588273644292, -123.12734132639213
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50781;"{""coordinates"": [-123.11307140640619, 49.261916993040515], ""type"": ""Point""}";Mount Pleasant;792603;49.261916993040515, -123.11307140640619
Pay Station;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;$3.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;60910;"{""coordinates"": [-123.11444948949186, 49.28613627379815], ""type"": ""Point""}";Downtown;620316;49.28613627379815, -123.11444948949186
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52710;"{""coordinates"": [-123.11545229909332, 49.263115894549735], ""type"": ""Point""}";Fairview;300508;49.263115894549735, -123.11545229909332
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57494;"{""coordinates"": [-123.15286314026483, 49.26298984357206], ""type"": ""Point""}";Kitsilano;772598;49.26298984357206, -123.15286314026483
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;57650;"{""coordinates"": [-123.14557021701081, 49.265188506697925], ""type"": ""Point""}";Fairview;642310;49.265188506697925, -123.14557021701081
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56958;"{""coordinates"": [-123.14584386475447, 49.26484246685285], ""type"": ""Point""}";Kitsilano;642315;49.26484246685285, -123.14584386475447
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;67144;"{""coordinates"": [-123.13070684395873, 49.2766419052371], ""type"": ""Point""}";Downtown;631330;49.2766419052371, -123.13070684395873
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;67250;"{""coordinates"": [-123.13070684395873, 49.2766419052371], ""type"": ""Point""}";Downtown;631332;49.2766419052371, -123.13070684395873
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57928;"{""coordinates"": [-123.11217107680537, 49.264861740882], ""type"": ""Point""}";Mount Pleasant;B70317;49.264861740882, -123.11217107680537
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;4 Hr;No Time Limit;4 Hr;No Time Limit;4 Hr;;Yes;50061;"{""coordinates"": [-123.10392699453432, 49.266523973962165], ""type"": ""Point""}";Mount Pleasant;A50017;49.266523973962165, -123.10392699453432
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;13 Hrs;Yes;50786;"{""coordinates"": [-123.10437801864501, 49.26562899455662], ""type"": ""Point""}";Mount Pleasant;A60003;49.26562899455662, -123.10437801864501
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;59841;"{""coordinates"": [-123.10604798537835, 49.26565904703973], ""type"": ""Point""}";Mount Pleasant;B60015;49.26565904703973, -123.10604798537835
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64944;"{""coordinates"": [-123.1269637678162, 49.275637781182226], ""type"": ""Point""}";Downtown;170601;49.275637781182226, -123.1269637678162
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;57942;"{""coordinates"": [-123.11092298596162, 49.26602399269678], ""type"": ""Point""}";Mount Pleasant;782117;49.26602399269678, -123.11092298596162
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;50035;"{""coordinates"": [-123.10274003885553, 49.265910033552366], ""type"": ""Point""}";Mount Pleasant;742112;49.265910033552366, -123.10274003885553
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;;Yes;50387;"{""coordinates"": [-123.11076296060628, 49.26502801741395], ""type"": ""Point""}";Mount Pleasant;782218;49.26502801741395, -123.11076296060628
Twin / Disability;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;No;50323;"{""coordinates"": [-123.12076024176856, 49.26239524175283], ""type"": ""Point""}";Fairview;D00713;49.26239524175283, -123.12076024176856
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;50062;"{""coordinates"": [-123.10296106193108, 49.265183024420395], ""type"": ""Point""}";Mount Pleasant;742209;49.265183024420395, -123.10296106193108
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;52919;"{""coordinates"": [-123.10577201299165, 49.265544970977984], ""type"": ""Point""}";Mount Pleasant;B60016;49.265544970977984, -123.10577201299165
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50480;"{""coordinates"": [-123.14003637286135, 49.26447974163952], ""type"": ""Point""}";Fairview;B81524;49.26447974163952, -123.14003637286135
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51600;"{""coordinates"": [-123.13885635579037, 49.26457048819652], ""type"": ""Point""}";Fairview;B81503;49.26457048819652, -123.13885635579037
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50620;"{""coordinates"": [-123.14633339773923, 49.266369026796866], ""type"": ""Point""}";Kitsilano;B61809;49.266369026796866, -123.14633339773923
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52135;"{""coordinates"": [-123.12780842743747, 49.26331277232445], ""type"": ""Point""}";Fairview;301016;49.26331277232445, -123.12780842743747
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53510;"{""coordinates"": [-123.12834398057194, 49.26333284065728], ""type"": ""Point""}";Fairview;301028;49.26333284065728, -123.12834398057194
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51672;"{""coordinates"": [-123.12975525332912, 49.26354638476093], ""type"": ""Point""}";Fairview;301109;49.26354638476093, -123.12975525332912
Twin / Disability;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;No;50377;"{""coordinates"": [-123.12076024176856, 49.26239524175283], ""type"": ""Point""}";Fairview;D00711;49.26239524175283, -123.12076024176856
Pay Station;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60406;"{""coordinates"": [-123.12173352717112, 49.28131657301566], ""type"": ""Point""}";Downtown;620826;49.28131657301566, -123.12173352717112
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65074;"{""coordinates"": [-123.1292356436486, 49.276952139939944], ""type"": ""Point""}";Downtown;170808;49.276952139939944, -123.1292356436486
Twin;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65056;"{""coordinates"": [-123.12945662603879, 49.27709605841853], ""type"": ""Point""}";Downtown;170818;49.27709605841853, -123.12945662603879
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51351;"{""coordinates"": [-123.1433136139106, 49.26819964745884], ""type"": ""Point""}";Fairview;901919;49.26819964745884, -123.1433136139106
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52859;"{""coordinates"": [-123.13900082437144, 49.266139797830185], ""type"": ""Point""}";Fairview;B61506;49.266139797830185, -123.13900082437144
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51379;"{""coordinates"": [-123.143124762421, 49.2683006277917], ""type"": ""Point""}";Fairview;901912;49.2683006277917, -123.143124762421
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52987;"{""coordinates"": [-123.11308823716332, 49.26145130357825], ""type"": ""Point""}";Mount Pleasant;792619;49.26145130357825, -123.11308823716332
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67609;"{""coordinates"": [-123.12934514694749, 49.28169873923392], ""type"": ""Point""}";West End;651027;49.28169873923392, -123.12934514694749
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54099;"{""coordinates"": [-123.11984279480276, 49.26213896102615], ""type"": ""Point""}";Fairview;812602;49.26213896102615, -123.11984279480276
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50810;"{""coordinates"": [-123.113098981591, 49.26117316117194], ""type"": ""Point""}";Mount Pleasant;792703;49.26117316117194, -123.113098981591
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53583;"{""coordinates"": [-123.11984746889114, 49.262025886400934], ""type"": ""Point""}";Fairview;812606;49.262025886400934, -123.11984746889114
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50639;"{""coordinates"": [-123.11985778734727, 49.26174639454455], ""type"": ""Point""}";Fairview;812616;49.26174639454455, -123.11985778734727
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51842;"{""coordinates"": [-123.11813446372574, 49.264127941538234], ""type"": ""Point""}";Fairview;B80612;49.264127941538234, -123.11813446372574
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52916;"{""coordinates"": [-123.13976929362084, 49.266259847275464], ""type"": ""Point""}";Fairview;B61519;49.266259847275464, -123.13976929362084
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52971;"{""coordinates"": [-123.14065469948704, 49.266278634233636], ""type"": ""Point""}";Fairview;B61535;49.266278634233636, -123.14065469948704
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53180;"{""coordinates"": [-123.12993600178994, 49.26354900612918], ""type"": ""Point""}";Fairview;301115;49.26354900612918, -123.12993600178994
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53228;"{""coordinates"": [-123.13011811171475, 49.263551904532875], ""type"": ""Point""}";Fairview;301117;49.263551904532875, -123.13011811171475
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53208;"{""coordinates"": [-123.13048273225887, 49.26355847361447], ""type"": ""Point""}";Fairview;301127;49.26355847361447, -123.13048273225887
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52981;"{""coordinates"": [-123.10780555374426, 49.26316605463207], ""type"": ""Point""}";Mount Pleasant;300119;49.26316605463207, -123.10780555374426
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52953;"{""coordinates"": [-123.10848260170393, 49.2631820890437], ""type"": ""Point""}";Mount Pleasant;300135;49.2631820890437, -123.10848260170393
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50450;"{""coordinates"": [-123.13904755695339, 49.264573946289055], ""type"": ""Point""}";Fairview;B81507;49.264573946289055, -123.13904755695339
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54612;"{""coordinates"": [-123.14469147516975, 49.264664614283575], ""type"": ""Point""}";Fairview;B81717;49.264664614283575, -123.14469147516975
Pay Station;$3.50;$4.00;$3.50;$4.00;$3.50;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;65238;"{""coordinates"": [-123.12031162021103, 49.274444293219055], ""type"": ""Point""}";Downtown;321117;49.274444293219055, -123.12031162021103
Pay Station;$3.50;$4.00;$3.50;$4.00;$3.50;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;65499;"{""coordinates"": [-123.1232727477311, 49.27366529190603], ""type"": ""Point""}";Downtown;321235;49.27366529190603, -123.1232727477311
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50478;"{""coordinates"": [-123.13949438697459, 49.26447059248266], ""type"": ""Point""}";Fairview;B81510;49.26447059248266, -123.13949438697459
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;60781;"{""coordinates"": [-123.12553293617553, 49.27471205748853], ""type"": ""Point""}";Downtown;170417;49.27471205748853, -123.12553293617553
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52091;"{""coordinates"": [-123.14194708952904, 49.265357141163136], ""type"": ""Point""}";Fairview;B71620;49.265357141163136, -123.14194708952904
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52260;"{""coordinates"": [-123.1421076390879, 49.26535946246814], ""type"": ""Point""}";Fairview;B71624;49.26535946246814, -123.1421076390879
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50985;"{""coordinates"": [-123.10882195640765, 49.263189658716634], ""type"": ""Point""}";Mount Pleasant;300141;49.263189658716634, -123.10882195640765
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57436;"{""coordinates"": [-123.115079152756, 49.26503206570719], ""type"": ""Point""}";Fairview;B70597;49.26503206570719, -123.115079152756
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;66214;"{""coordinates"": [-123.13011271731422, 49.27471992625317], ""type"": ""Point""}";Downtown;611433;49.27471992625317, -123.13011271731422
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;66225;"{""coordinates"": [-123.12986571466251, 49.27456900398138], ""type"": ""Point""}";Downtown;611432;49.27456900398138, -123.12986571466251
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63391;"{""coordinates"": [-123.13047722154614, 49.276803772276935], ""type"": ""Point""}";Downtown;631324;49.276803772276935, -123.13047722154614
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;66228;"{""coordinates"": [-123.13045716460375, 49.27509464626934], ""type"": ""Point""}";Downtown;CN1407;49.27509464626934, -123.13045716460375
Pay Station;$3.50;$4.00;$3.50;$4.00;$3.50;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;66843;"{""coordinates"": [-123.12061911526565, 49.27364438117431], ""type"": ""Point""}";Downtown;160113;49.27364438117431, -123.12061911526565
Pay Station;$3.50;$4.00;$3.50;$4.00;$3.50;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;66059;"{""coordinates"": [-123.1250822294965, 49.2732216024098], ""type"": ""Point""}";Downtown;321325;49.2732216024098, -123.1250822294965
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59920;"{""coordinates"": [-123.08974442931189, 49.270683725781005], ""type"": ""Point""}";Strathcona;CA1503;49.270683725781005, -123.08974442931189
Pay Station;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;59986;"{""coordinates"": [-123.10596626096681, 49.27116811437283], ""type"": ""Point""}";Mount Pleasant;NA1608;49.27116811437283, -123.10596626096681
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53231;"{""coordinates"": [-123.11676742717293, 49.26493942134457], ""type"": ""Point""}";Fairview;B70528;49.26493942134457, -123.11676742717293
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53174;"{""coordinates"": [-123.11641628350625, 49.264933434061255], ""type"": ""Point""}";Fairview;B70522;49.264933434061255, -123.11641628350625
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50505;"{""coordinates"": [-123.11562015521118, 49.26219588573619], ""type"": ""Point""}";Fairview;D00504;49.26219588573619, -123.11562015521118
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50365;"{""coordinates"": [-123.14010774657999, 49.26459020619656], ""type"": ""Point""}";Fairview;B81529;49.26459020619656, -123.14010774657999
Pay Station;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67611;"{""coordinates"": [-123.12994402113253, 49.28112620779477], ""type"": ""Point""}";West End;651112;49.28112620779477, -123.12994402113253
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56244;"{""coordinates"": [-123.09693124694552, 49.2630032691093], ""type"": ""Point""}";Mount Pleasant;9B2420;49.2630032691093, -123.09693124694552
Single;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56898;"{""coordinates"": [-123.09692718139394, 49.26310996466381], ""type"": ""Point""}";Mount Pleasant;9B2416;49.26310996466381, -123.09692718139394
Single Motorbike;$1.00;$ .50;$1.00;$ .50;$1.00;$ .50;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57107;"{""coordinates"": [-123.11084080637451, 49.264006681184505], ""type"": ""Point""}";Mount Pleasant;782398;49.264006681184505, -123.11084080637451
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;13 Hrs;Yes;57914;"{""coordinates"": [-123.1068670517033, 49.2642925505692], ""type"": ""Point""}";Mount Pleasant;762309;49.2642925505692, -123.1068670517033
