Block,Street,EntryDate,Status,Year,BI_ID,dayofweek,Geometry,Neighbourhood
0,E CORDOVA ST,2023-07-06,IS,2023,4623571,3,POINT (49.28204851235167 -123.08613822395507),Strathcona
100,ABBOTT ST,2023-07-06,IS,2023,4623573,3,POINT (49.28411006755971 -123.10631053579574),Downtown
500,HAMILTON ST,2023-07-06,IS,2023,4623576,3,POINT (49.2805274054667 -123.11336910827367),Downtown
0,N DUNLEVY AVE,2023-07-06,IS,2023,4623611,3,POINT (49.28264446885062 -123.09534123497272),Strathcona
400,ALEXANDER ST,2023-07-06,IS,2023,4623612,3,POINT (49.284078819708526 -123.098285432893),Strathcona
0,W CORDOVA ST,2023-07-06,IS,2023,4623616,3,POINT (49.28775548425263 -123.1166327266634),Downtown
500,RAILWAY ST,2023-07-06,IS,2023,4623620,3,POINT (49.28460684200692 -123.0965823923822),Strathcona
400,RAILWAY ST,2023-07-06,IS,2023,4623621,3,POINT (49.28460684200692 -123.0965823923822),Strathcona
400,RAILWAY ST,2023-07-06,IS,2023,4623622,3,POINT (49.28460684200692 -123.0965823923822),Strathcona
500,ALEXANDER ST,2023-07-06,IS,2023,4623628,3,POINT (49.28372735 -123.0931702241457),Strathcona
200,CARRALL ST,2023-07-06,IS,2023,4623630,3,POINT (49.283129 -123.1041241),Downtown
0,W CORDOVA ST,2023-07-06,IS,2023,4623633,3,POINT (49.28775548425263 -123.1166327266634),Downtown
100,ALEXANDER ST,2023-07-06,IS,2023,4623634,3,POINT (49.284078819708526 -123.098285432893),Strathcona
200,ALEXANDER ST,2023-07-06,IS,2023,4623637,3,POINT (49.284078819708526 -123.098285432893),Strathcona
300,ALEXANDER ST,2023-07-06,IS,2023,4623639,3,POINT (49.28386845 -123.09753392739331),Strathcona
300,ALEXANDER ST,2023-07-06,IS,2023,4623640,3,POINT (49.28386845 -123.09753392739331),Strathcona
300,ALEXANDER ST,2023-07-06,IS,2023,4623641,3,POINT (49.28386845 -123.09753392739331),Strathcona
700,ALEXANDER ST,2023-07-06,VA,2023,4623646,3,POINT (49.284078819708526 -123.098285432893),Strathcona
2100,W 5TH AVE,2023-07-06,IS,2023,4623655,3,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2100,W 5TH AVE,2023-07-06,IS,2023,4623659,3,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2200,W 5TH AVE,2023-07-06,IS,2023,4623665,3,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2200,W 5TH AVE,2023-07-06,IS,2023,4623667,3,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
700,ALEXANDER ST,2023-07-06,IS,2023,4623675,3,POINT (49.284078819708526 -123.098285432893),Strathcona
400,GRANVILLE ST,2023-07-06,IS,2023,4623678,3,POINT (49.25901295951559 -123.13874691672916),Fairview
1000,SEYMOUR ST,2023-07-06,IS,2023,4623683,3,POINT (49.28386252193256 -123.1141175463516),Downtown
1000,SEYMOUR ST,2023-07-06,IS,2023,4623684,3,POINT (49.28386252193256 -123.1141175463516),Downtown
300,COLUMBIA ST,2023-07-06,IS,2023,4623689,3,POINT (49.2799599 -123.114652),Downtown
400,W CORDOVA ST,2023-07-06,IS,2023,4623691,3,POINT (49.28775548425263 -123.1166327266634),Downtown
400,W CORDOVA ST,2023-07-06,IS,2023,4623692,3,POINT (49.28775548425263 -123.1166327266634),Downtown
400,SEYMOUR ST,2023-07-06,IS,2023,4623694,3,POINT (49.28386252193256 -123.1141175463516),Downtown
2000,PINE ST,2023-07-06,IS,2023,4623710,3,POINT (49.26931152312224 -123.1431914430584),Fairview
800,W CORDOVA ST,2023-07-01,IS,2023,4619461,5,POINT (49.28775548425263 -123.1166327266634),Downtown
900,W CORDOVA ST,2023-07-01,IS,2023,4619462,5,POINT (49.28775548425263 -123.1166327266634),Downtown
900,W CORDOVA ST,2023-07-01,IS,2023,4619463,5,POINT (49.28775548425263 -123.1166327266634),Downtown
800,W CORDOVA ST,2023-07-01,IS,2023,4619465,5,POINT (49.28775548425263 -123.1166327266634),Downtown
800,W CORDOVA ST,2023-07-01,IS,2023,4619469,5,POINT (49.28775548425263 -123.1166327266634),Downtown
800,W CORDOVA ST,2023-07-01,VA,2023,4619473,5,POINT (49.28775548425263 -123.1166327266634),Downtown
800,W CORDOVA ST,2023-07-01,IS,2023,4619474,5,POINT (49.28775548425263 -123.1166327266634),Downtown
1000,W CORDOVA ST,2023-07-01,IS,2023,4619480,5,POINT (49.28775548425263 -123.1166327266634),Downtown
400,HOWE ST,2023-07-01,IS,2023,4619486,5,POINT (49.28478563333309 -123.11664266117666),Downtown
600,HOWE ST,2023-07-01,IS,2023,4619487,5,POINT (49.28478563333309 -123.11664266117666),Downtown
1200,RICHARDS ST,2023-07-01,VA,2023,4619511,5,POINT (49.28389251320959 -123.1121989059986),Downtown
1200,RICHARDS ST,2023-07-01,IS,2023,4619513,5,POINT (49.28389251320959 -123.1121989059986),Downtown
1300,HORNBY ST,2023-07-01,IS,2023,4619514,5,POINT (49.27775938621518 -123.12922779155286),Downtown
700,JACKSON AVE,2023-07-01,IS,2023,4619560,5,POINT (49.2783244 -123.0933932),Strathcona
200,PRIOR ST,2023-07-01,VA,2023,4619562,5,POINT (49.27673760484746 -123.09627428911168),Strathcona
100,E PENDER ST,2023-07-01,IS,2023,4619564,5,POINT (49.28008905 -123.10215325917758),Downtown
300,WATER ST,2023-07-01,IS,2023,4619581,5,POINT (49.2842334 -123.109032),Downtown
800,RICHARDS ST,2023-07-01,VA,2023,4619582,5,POINT (49.28389251320959 -123.1121989059986),Downtown
6100,BRUCE ST,2023-07-01,VA,2023,4619587,5,POINT (49.22644651641517 -123.06988268223472),Victoria-Fraserview
3500,MARSHALL ST,2023-07-01,IS,2023,4619588,5,POINT (49.25228594892605 -123.06258934943976),Kensington-Cedar Cottage
1000,W CORDOVA ST,2023-07-01,VA,2023,4619605,5,POINT (49.28775548425263 -123.1166327266634),Downtown
1000,W HASTINGS ST,2023-07-01,IS,2023,4619616,5,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
0,E 30TH AVE,2023-07-01,IS,2023,4619626,5,POINT (49.24025840867719 -123.05749008131772),Renfrew-Collingwood
4400,QUEBEC ST,2023-07-01,IS,2023,4619633,5,POINT (49.27108699208687 -123.10239064507556),Mount Pleasant
100,E 29TH AVE,2023-07-01,IS,2023,4619634,5,POINT (49.244623510584034 -123.05435529699096),Renfrew-Collingwood
900,CANADA PLACE,2023-07-14,IS,2023,4624334,4,POINT (49.2872705 -123.113634),Downtown
500,W 14TH AVE,2023-07-14,IS,2023,4624343,4,POINT (49.25867062193298 -123.12341669858058),Fairview
1400,CYPRESS ST,2023-07-14,IS,2023,4624345,4,POINT (49.27115653749774 -123.14784700331332),Kitsilano
1400,LARCH ST,2023-07-14,IS,2023,4624350,4,POINT (49.27048938360201 -123.16217457246356),Kitsilano
2200,CORNWALL AVE,2023-07-14,VA,2023,4624351,4,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2200,CORNWALL AVE,2023-07-14,VA,2023,4624352,4,POINT (49.272527866758566 -123.15140247306292),Kitsilano
3600,POINT GREY RD,2023-07-14,IS,2023,4624353,4,POINT (49.27204580353642 -123.16662029125202),Kitsilano
1500,ALMA ST,2023-07-14,IS,2023,4624354,4,POINT (49.27269569533424 -123.1855776664509),West Point Grey
1700,HIGHBURY ST,2023-07-14,IS,2023,4624356,4,POINT (49.270455650428815 -123.18757916237124),West Point Grey
3800,W 3RD AVE,2023-07-14,IS,2023,4624357,4,POINT (49.26885462785312 -123.13918976627208),Fairview
3800,W 3RD AVE,2023-07-14,IS,2023,4624358,4,POINT (49.26885462785312 -123.13918976627208),Fairview
3700,POINT GREY RD,2023-07-14,IS,2023,4624363,4,POINT (49.27204580353642 -123.16662029125202),Kitsilano
500,GRANVILLE ST,2023-07-14,IS,2023,4624366,4,POINT (49.2844173 -123.1149173),Downtown
1000,W CORDOVA ST,2023-07-14,IS,2023,4624370,4,POINT (49.28775548425263 -123.1166327266634),Downtown
2200,BIRCH ST,2023-07-14,IS,2023,4624372,4,POINT (49.26670081499135 -123.13322355075118),Fairview
1200,W 17TH AVE,2023-07-14,IS,2023,4624375,4,POINT (49.256125380240704 -123.1211843810125),South Cambie
1200,W 7TH AVE,2023-07-14,IS,2023,4624377,4,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
1200,W 7TH AVE,2023-07-14,IS,2023,4624378,4,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
1100,W 7TH AVE,2023-07-14,IS,2023,4624380,4,POINT (49.2649702 -123.12955272412589),Fairview
1100,W 7TH AVE,2023-07-14,IS,2023,4624383,4,POINT (49.2649702 -123.12955272412589),Fairview
1200,W 8TH AVE,2023-07-14,IS,2023,4624386,4,POINT (49.26445433343878 -123.1349402207505),Fairview
1300,HENSHAW LANE,2023-07-14,IS,2023,4624408,4,POINT (49.29039418221794 -123.14128684059123),West End
1000,W 13TH AVE,2023-07-14,IS,2023,4624411,4,POINT (49.26097476682735 -123.2006672182947),West Point Grey
5800,TISDALL ST,2023-07-14,IS,2023,4624417,4,POINT (49.22267027369213 -123.1207582217214),Oakridge
6000,TISDALL ST,2023-07-14,IS,2023,4624420,4,POINT (49.22267027369213 -123.1207582217214),Oakridge
900,MAINLAND ST,2023-07-14,IS,2023,4624438,4,POINT (49.2755827902058 -123.12054994860388),Downtown
700,HORNBY ST,2023-07-14,IS,2023,4624445,4,POINT (49.27775938621518 -123.12922779155286),Downtown
1000,CANADA PLACE,2023-07-14,IS,2023,4624471,4,POINT (49.2885242145089 -123.11694843473931),Downtown
900,CANADA PLACE,2023-07-14,IS,2023,4624475,4,POINT (49.2872705 -123.113634),Downtown
300,SEYMOUR ST,2023-07-14,IS,2023,4624478,4,POINT (49.28386252193256 -123.1141175463516),Downtown
900,CANADA PLACE,2023-07-14,IS,2023,4624483,4,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-14,IS,2023,4624484,4,POINT (49.2872705 -123.113634),Downtown
800,W CORDOVA ST,2023-07-14,IS,2023,4624485,4,POINT (49.28775548425263 -123.1166327266634),Downtown
800,W HASTINGS ST,2023-07-14,IS,2023,4624498,4,POINT (49.289948817085296 -123.12668230100182),Downtown
1000,ALBERNI ST,2023-07-14,IS,2023,4624503,4,POINT (49.293629536028696 -123.13660129384468),West End
600,KEEFER ST,2023-07-14,VA,2023,4624511,4,POINT (49.27922249467093 -123.1035282339291),Downtown
500,E PENDER ST,2023-07-14,IS,2023,4624513,4,POINT (49.2802225 -123.02352405),Hastings-Sunrise
1600,GRAVELEY ST,2023-07-14,IS,2023,4624516,4,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,GRAVELEY ST,2023-07-14,IS,2023,4624524,4,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,GRAVELEY ST,2023-07-14,IS,2023,4624525,4,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,GRAVELEY ST,2023-07-14,IS,2023,4624529,4,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1900,YORK AVE,2023-07-14,VA,2023,4624533,4,POINT (49.2716381118561 -123.1516271486822),Kitsilano
1700,WALLACE ST,2023-07-14,VA,2023,4624534,4,POINT (49.26037759984131 -123.1909952552061),West Point Grey
3800,W 2ND AVE,2023-07-14,IS,2023,4624535,4,POINT (49.26847135417388 -123.01900681315158),
3800,W 2ND AVE,2023-07-14,IS,2023,4624536,4,POINT (49.26847135417388 -123.01900681315158),
2100,W 1ST AVE,2023-07-14,IS,2023,4624541,4,POINT (49.27115066311537 -123.14084618378423),Fairview
1700,BURNABY ST,2023-07-14,IS,2023,4624593,4,POINT (49.28539689610159 -123.14109782086209),West End
2000,QUEBEC ST,2023-07-14,IS,2023,4624599,4,POINT (49.27108699208687 -123.10239064507556),Mount Pleasant
100,E 5TH AVE,2023-07-14,IS,2023,4624600,4,POINT (49.26615518806205 -123.0910227225303),Mount Pleasant
1900,ONTARIO ST,2023-07-14,IS,2023,4624608,4,POINT (49.24747198861629 -123.10505632911918),Riley Park
100,E 4TH AVE,2023-07-14,IS,2023,4624612,4,POINT (49.26733684006582 -123.10177691347558),Mount Pleasant
0,E 3RD AVE,2023-07-14,IS,2023,4624615,4,POINT (49.26825564291384 -123.10272375540484),Mount Pleasant
0,E 3RD AVE,2023-07-14,IS,2023,4624616,4,POINT (49.26825564291384 -123.10272375540484),Mount Pleasant
0,E 3RD AVE,2023-07-14,IS,2023,4624622,4,POINT (49.26825564291384 -123.10272375540484),Mount Pleasant
0,E 3RD AVE,2023-07-14,IS,2023,4624623,4,POINT (49.26825564291384 -123.10272375540484),Mount Pleasant
0,E 3RD AVE,2023-07-14,IS,2023,4624624,4,POINT (49.26825564291384 -123.10272375540484),Mount Pleasant
1900,MANITOBA ST,2023-07-14,IS,2023,4624626,4,POINT (49.26699403571597 -123.10667013142849),Mount Pleasant
300,W 4TH AVE,2023-07-14,IS,2023,4624629,4,POINT (49.268372708414766 -123.1680297998844),Kitsilano
0,E 4TH AVE,2023-07-14,IS,2023,4624631,4,POINT (49.26733684006582 -123.10177691347558),Mount Pleasant
900,MAINLAND ST,2023-07-14,IS,2023,4624639,4,POINT (49.2755827902058 -123.12054994860388),Downtown
800,RICHARDS ST,2023-07-14,VA,2023,4624666,4,POINT (49.28389251320959 -123.1121989059986),Downtown
2600,NOOTKA ST,2023-07-14,VA,2023,4624669,4,POINT (49.249872602262215 -123.04161763669224),Renfrew-Collingwood
8300,FRASER ST,2023-07-14,VA,2023,4624670,4,POINT (49.26197907672559 -123.08913300412428),Mount Pleasant
3900,W 4TH AVE,2023-07-14,VA,2023,4624671,4,POINT (49.268372708414766 -123.1680297998844),Kitsilano
2000,SCOTIA ST,2023-07-14,IS,2023,4624673,4,POINT (49.26808478818446 -123.09780059703978),Strathcona
7900,CHESTER ST,2023-07-14,IS,2023,4624678,4,POINT (49.2317159078768 -123.08921971318183),Sunset
7900,CHESTER ST,2023-07-14,IS,2023,4624679,4,POINT (49.2317159078768 -123.08921971318183),Sunset
8000,CHESTER ST,2023-07-14,IS,2023,4624680,4,POINT (49.2317159078768 -123.08921971318183),Sunset
200,UNION ST,2023-07-14,IS,2023,4624683,4,POINT (49.277401843691074 -123.08494373016588),Strathcona
1600,GRAVELEY ST,2023-07-14,IS,2023,4624686,4,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,GRAVELEY ST,2023-07-14,IS,2023,4624688,4,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
400,KEEFER ST,2023-07-14,IS,2023,4624690,4,POINT (49.27922249467093 -123.1035282339291),Downtown
500,BUTE ST,2023-07-14,IS,2023,4624704,4,POINT (49.28018938489427 -123.1357843052634),West End
1100,MELVILLE ST,2023-07-14,IS,2023,4624832,4,POINT (49.2867699 -123.122863),Downtown
1000,ALBERNI ST,2023-07-14,IS,2023,4624844,4,POINT (49.293629536028696 -123.13660129384468),West End
800,HOWE ST,2023-07-14,IS,2023,4624845,4,POINT (49.28478563333309 -123.11664266117666),Downtown
400,NELSON ST,2023-07-14,IS,2023,4624848,4,POINT (49.28663422573088 -123.13439612729384),West End
0,E 5TH AVE,2023-07-14,VA,2023,4624862,4,POINT (49.26615518806205 -123.0910227225303),Mount Pleasant
200,W 14TH AVE,2023-07-14,IS,2023,4624872,4,POINT (49.25867062193298 -123.12341669858058),Fairview
2700,YUKON ST,2023-07-14,IS,2023,4624879,4,POINT (49.265012373996754 -123.11284932674448),Mount Pleasant
2700,YUKON ST,2023-07-14,IS,2023,4624881,4,POINT (49.265012373996754 -123.11284932674448),Mount Pleasant
200,W 11TH AVE,2023-07-14,IS,2023,4624885,4,POINT (49.26278126382685 -123.2006062005234),West Point Grey
100,W 11TH AVE,2023-07-14,IS,2023,4624886,4,POINT (49.26278126382685 -123.2006062005234),West Point Grey
2600,COLUMBIA ST,2023-07-14,IS,2023,4624892,4,POINT (49.26324444369478 -123.1094638502734),Mount Pleasant
2600,COLUMBIA ST,2023-07-14,IS,2023,4624893,4,POINT (49.26324444369478 -123.1094638502734),Mount Pleasant
2500,COLUMBIA ST,2023-07-14,IS,2023,4624895,4,POINT (49.26324444369478 -123.1094638502734),Mount Pleasant
200,W 10TH AVE,2023-07-14,IS,2023,4624896,4,POINT (49.26298122342149 -123.16007935506032),Kitsilano
2600,ALBERTA ST,2023-07-14,IS,2023,4624897,4,POINT (49.22466096360293 -123.1130356940569),Oakridge
300,W 10TH AVE,2023-07-14,IS,2023,4624899,4,POINT (49.26298122342149 -123.16007935506032),Kitsilano
400,UNION ST,2023-07-14,IS,2023,4624918,4,POINT (49.277401843691074 -123.08494373016588),Strathcona
1700,NAPIER ST,2023-07-14,IS,2023,4624919,4,POINT (49.274978787421794 -123.05172873714272),Hastings-Sunrise
1700,NAPIER ST,2023-07-14,IS,2023,4624920,4,POINT (49.274978787421794 -123.05172873714272),Hastings-Sunrise
1700,GRANT ST,2023-07-14,IS,2023,4624921,4,POINT (49.27148204398399 -123.07544380736825),Grandview-Woodland
3800,OAK ST,2023-07-14,IS,2023,4624925,4,POINT (49.26495006006897 -123.12654574185166),Fairview
4400,OAK ST,2023-07-14,IS,2023,4624926,4,POINT (49.26495006006897 -123.12654574185166),Fairview
100,W 49TH AVE,2023-07-14,IS,2023,4624928,4,POINT (49.2249963 -123.10861734398216),Oakridge
7100,OAK ST,2023-07-14,IS,2023,4624929,4,POINT (49.26495006006897 -123.12654574185166),Fairview
400,W 49TH AVE,2023-07-14,IS,2023,4624930,4,POINT (49.22713793248659 -123.15341155736996),Kerrisdale
700,ROBSON ST,2023-07-14,IS,2023,4624949,4,POINT (49.29243851667212 -123.13692796815148),West End
700,NELSON ST,2023-07-14,IS,2023,4624951,4,POINT (49.28663422573088 -123.13439612729384),West End
900,HOWE ST,2023-07-14,VA,2023,4624954,4,POINT (49.2806445 -123.122251),Downtown
900,HOWE ST,2023-07-14,IS,2023,4624955,4,POINT (49.2806445 -123.122251),Downtown
700,NELSON ST,2023-07-14,IS,2023,4624956,4,POINT (49.28663422573088 -123.13439612729384),West End
1400,COMOX ST,2023-07-14,VA,2023,4624962,4,POINT (49.2825789439808 -123.13029140733784),West End
1800,PENDRELL ST,2023-07-14,IS,2023,4624963,4,POINT (49.28943044828831 -123.14302415129735),West End
1800,JEPSON-YOUNG LANE,2023-07-14,IS,2023,4624964,4,POINT (49.28388072685552 -123.13336763911242),West End
4700,ONTARIO ST,2023-07-14,VA,2023,4624969,4,POINT (49.24747198861629 -123.10505632911918),Riley Park
0,ATHLETES WAY,2023-07-14,IS,2023,4624975,4,POINT (49.27155357382362 -123.10696147321444),Mount Pleasant
800,RICHARDS ST,2023-07-14,VA,2023,4624982,4,POINT (49.28389251320959 -123.1121989059986),Downtown
1900,ROSEMARY BROWN LANE,2023-07-14,IS,2023,4624983,4,POINT (49.28815141912881 -123.13137240064738),West End
1100,BARCLAY ST,2023-07-14,IS,2023,4624989,4,POINT (49.285540231307856 -123.1305701744151),West End
1100,PENDRELL ST,2023-07-14,IS,2023,4624990,4,POINT (49.28943044828831 -123.14302415129735),West End
1600,E 8TH AVE,2023-07-14,IS,2023,4624996,4,POINT (49.26303885 -123.07171654522104),Grandview-Woodland
1600,E 8TH AVE,2023-07-14,IS,2023,4624997,4,POINT (49.26303885 -123.07171654522104),Grandview-Woodland
2900,HEBB AVE,2023-07-14,IS,2023,4624999,4,POINT (49.25950717437572 -123.04113475027503),Renfrew-Collingwood
2800,E 12TH AVE,2023-07-14,IS,2023,4625001,4,POINT (49.25951755762233 -123.06402647371864),Kensington-Cedar Cottage
2800,E 12TH AVE,2023-07-14,IS,2023,4625002,4,POINT (49.25951755762233 -123.06402647371864),Kensington-Cedar Cottage
2800,E 12TH AVE,2023-07-14,IS,2023,4625003,4,POINT (49.25951755762233 -123.06402647371864),Kensington-Cedar Cottage
800,RICHARDS ST,2023-07-14,VA,2023,4625005,4,POINT (49.28389251320959 -123.1121989059986),Downtown
1100,PENDRELL ST,2023-07-14,IS,2023,4625006,4,POINT (49.28943044828831 -123.14302415129735),West End
1400,COMOX ST,2023-07-14,IS,2023,4625008,4,POINT (49.2825789439808 -123.13029140733784),West End
1100,NICOLA ST,2023-07-14,IS,2023,4625009,4,POINT (49.28568633466426 -123.13564419691892),West End
1800,COMOX ST,2023-07-14,IS,2023,4625012,4,POINT (49.2825789439808 -123.13029140733784),West End
1900,HARO ST,2023-07-14,IS,2023,4625015,4,POINT (49.28794214986822 -123.13212207846966),West End
700,CHILCO ST,2023-07-14,IS,2023,4625018,4,POINT (49.29374805 -123.13748163873178),West End
700,GILFORD ST,2023-07-14,IS,2023,4625019,4,POINT (49.29021774107246 -123.14045997063286),West End
900,BIDWELL ST,2023-07-14,IS,2023,4625020,4,POINT (49.29011252015495 -123.1344055722779),West End
900,BIDWELL ST,2023-07-14,IS,2023,4625022,4,POINT (49.29011252015495 -123.1344055722779),West End
1500,HARO ST,2023-07-14,IS,2023,4625023,4,POINT (49.2880261 -123.13276960370942),West End
1200,ROBSON ST,2023-07-14,IS,2023,4625026,4,POINT (49.29243851667212 -123.13692796815148),West End
500,THURLOW ST,2023-07-14,IS,2023,4625030,4,POINT (49.284435007954905 -123.12510257255244),West End
1200,HARWOOD ST,2023-07-14,IS,2023,4625033,4,POINT (49.28356605132126 -123.14041724015752),West End
1400,HARWOOD ST,2023-07-14,IS,2023,4625034,4,POINT (49.28356605132126 -123.14041724015752),West End
1000,BURNABY ST,2023-07-14,IS,2023,4625037,4,POINT (49.28539689610159 -123.14109782086209),West End
1800,E 34TH AVE,2023-07-14,IS,2023,4625043,4,POINT (49.2389395884453 -123.06414067019008),Kensington-Cedar Cottage
700,E 47TH AVE,2023-07-14,IS,2023,4625045,4,POINT (49.22756806264971 -123.05247207317724),Victoria-Fraserview
1700,WILLIAM ST,2023-07-14,IS,2023,4625049,4,POINT (49.27402798262585 -123.07588470098692),Grandview-Woodland
2100,TRIUMPH ST,2023-07-14,IS,2023,4625058,4,POINT (49.28392235659911 -123.06263477989124),Grandview-Woodland
1600,FRANKLIN ST,2023-07-14,IS,2023,4625063,4,POINT (49.2820775 -123.0724241),Grandview-Woodland
1200,FRANKLIN ST,2023-07-14,IS,2023,4625064,4,POINT (49.28230491145681 -123.08022185053078),Strathcona
900,UNION ST,2023-07-14,IS,2023,4625066,4,POINT (49.277401843691074 -123.08494373016588),Strathcona
200,MAIN ST,2023-07-14,IS,2023,4625068,4,POINT (49.26474196750952 -123.1009572308099),Mount Pleasant
1400,GRANT ST,2023-07-14,IS,2023,4625071,4,POINT (49.27148204398399 -123.07544380736825),Grandview-Woodland
100,ALEXANDER ST,2023-07-14,IS,2023,4625073,4,POINT (49.284078819708526 -123.098285432893),Strathcona
1900,VERNON DRIVE,2023-07-12,IS,2023,4515649,2,POINT (49.28036948278567 -123.07910136652104),Strathcona
1500,VERNON DRIVE,2023-07-12,IS,2023,4515653,2,POINT (49.28036948278567 -123.07910136652104),Strathcona
500,INDUSTRIAL AVE,2023-07-12,WR,2023,4515663,2,POINT (49.2687510042113 -123.09136793552489),Strathcona
600,SEYMOUR ST,2023-07-12,IS,2023,4515665,2,POINT (49.28386252193256 -123.1141175463516),Downtown
400,SEYMOUR ST,2023-07-12,IS,2023,4515668,2,POINT (49.28386252193256 -123.1141175463516),Downtown
300,SEYMOUR ST,2023-07-12,IS,2023,4515671,2,POINT (49.28386252193256 -123.1141175463516),Downtown
1000,CANADA PLACE,2023-07-12,IS,2023,4515674,2,POINT (49.2885242145089 -123.11694843473931),Downtown
200,THURLOW ST,2023-07-12,IS,2023,4515677,2,POINT (49.284435007954905 -123.12510257255244),West End
900,CANADA PLACE,2023-07-12,IS,2023,4515686,2,POINT (49.2872705 -123.113634),Downtown
600,RICHARDS ST,2023-07-12,IS,2023,4516016,2,POINT (49.28389251320959 -123.1121989059986),Downtown
600,W HASTINGS ST,2023-07-12,IS,2023,4516025,2,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
3000,E HASTINGS ST,2023-07-12,IS,2023,4516030,2,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
300,ROBSON ST,2023-07-12,VA,2023,4516046,2,POINT (49.29243851667212 -123.13692796815148),West End
1400,BURRARD ST,2023-07-12,VA,2023,4516047,2,POINT (49.28347620299196 -123.12253533515828),West End
1700,BURNABY ST,2023-07-12,IS,2023,4516048,2,POINT (49.28539689610159 -123.14109782086209),West End
3000,KITCHENER ST,2023-07-12,VA,2023,4516073,2,POINT (49.272292886456704 -123.04681104341932),Hastings-Sunrise
1500,E 32ND AVE,2023-07-12,VA,2023,4516077,2,POINT (49.24169369965523 -123.08816048101498),Kensington-Cedar Cottage
5900,CLARENDON ST,2023-07-12,VA,2023,4516080,2,POINT (49.24436771874512 -123.0528524522636),Renfrew-Collingwood
1000,HOMER ST,2023-07-12,IS,2023,4516082,2,POINT (49.27373329017452 -123.1255458312866),Downtown
1000,CAMBIE ST,2023-07-12,IS,2023,4516111,2,POINT (49.2492150960783 -123.11539090524424),South Cambie
1000,CAMBIE ST,2023-07-12,IS,2023,4516112,2,POINT (49.2492150960783 -123.11539090524424),South Cambie
800,RICHARDS ST,2023-07-12,VA,2023,4516113,2,POINT (49.28389251320959 -123.1121989059986),Downtown
1600,E 10TH AVE,2023-07-12,IS,2023,4516117,2,POINT (49.26158087156491 -123.09514400292088),Mount Pleasant
6000,TISDALL ST,2023-07-12,IS,2023,4516119,2,POINT (49.22267027369213 -123.1207582217214),Oakridge
6000,ASH ST,2023-07-12,VA,2023,4516124,2,POINT (49.23455683324392 -123.11784027039413),South Cambie
6200,ASH ST,2023-07-12,IS,2023,4516129,2,POINT (49.23455683324392 -123.11784027039413),South Cambie
800,RICHARDS ST,2023-07-12,VA,2023,4516131,2,POINT (49.28389251320959 -123.1121989059986),Downtown
800,RICHARDS ST,2023-07-12,VA,2023,4516132,2,POINT (49.28389251320959 -123.1121989059986),Downtown
1400,E BROADWAY,2023-07-12,IS,2023,4516135,2,POINT (49.26253585646781 -123.08996222928953),Mount Pleasant
800,RICHARDS ST,2023-07-12,VA,2023,4516141,2,POINT (49.28389251320959 -123.1121989059986),Downtown
1300,E 21ST AVE,2023-07-12,VA,2023,4516145,2,POINT (49.25206438856452 -123.09978365261873),Riley Park
600,W 8TH AVE,2023-07-12,IS,2023,4516148,2,POINT (49.2640479 -123.1176773),Fairview
400,ROBSON ST,2023-07-12,IS,2023,4516152,2,POINT (49.29243851667212 -123.13692796815148),West End
1000,CANADA PLACE,2023-07-12,IS,2023,4516154,2,POINT (49.2885242145089 -123.11694843473931),Downtown
1700,E 63RD AVE,2023-07-12,VA,2023,4516158,2,POINT (49.2132204839102 -123.09449239792406),Sunset
1400,E 59TH AVE,2023-07-12,VA,2023,4516159,2,POINT (49.21627329680639 -123.07093496494976),Victoria-Fraserview
4200,SOPHIA ST,2023-07-12,VA,2023,4516162,2,POINT (49.230699287575305 -123.09946196289492),Sunset
1500,E 32ND AVE,2023-07-12,VA,2023,4516167,2,POINT (49.24169369965523 -123.08816048101498),Kensington-Cedar Cottage
1300,E 36TH AVE,2023-07-12,IS,2023,4516168,2,POINT (49.23811003512228 -123.09934986832836),Riley Park
4200,SOPHIA ST,2023-07-12,IS,2023,4516169,2,POINT (49.230699287575305 -123.09946196289492),Sunset
6300,CAMBIE ST,2023-07-12,IS,2023,4516171,2,POINT (49.2492150960783 -123.11539090524424),South Cambie
500,UNION ST,2023-07-12,IS,2023,4516178,2,POINT (49.277401843691074 -123.08494373016588),Strathcona
600,E PENDER ST,2023-07-12,IS,2023,4516180,2,POINT (49.2802225 -123.02352405),Hastings-Sunrise
